Date,Open,High,Low,Close(t),Volume,SD20,Upper_Band,Lower_Band,S_Close(t-1),S_Close(t-2),S_Close(t-3),S_Close(t-5),S_Open(t-1),MA5,MA10,MA20,MA50,MA200,EMA10,EMA20,EMA50,EMA100,EMA200,MACD,MACD_EMA,ATR,ADX,CCI,ROC,RSI,William%R,SO%K,STD5,ForceIndex1,ForceIndex20,Date_col,Day,DayofWeek,DayofYear,Week,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,Is_leap_year,Year,Month,QQQ_Close,QQQ(t-1),QQQ(t-2),QQQ(t-5),QQQ_MA10,QQQ_MA20,QQQ_MA50,SnP_Close,SnP(t-1)),SnP(t-5),DJIA_Close,DJIA(t-1)),DJIA(t-5),Close_forcast
2/27/2008,230.3,237.98,230.05,236.67,20223500,11.75957808,279.8226562,232.7843438,232.33,243.46,254.15,254.75,230.83,243.658,252.683,256.3035,296.096,287.51335,242.3372455,242.3372455,242.3372455,242.3372455,242.3372455,-14.56649943,-14.40288608,10.39892205,44.40395083,1333.333333,-8.727342846,30.24303414,-72.38014425,27.61985575,0.029291289,87769990,-786087445,2/27/2008,27,2,58,9,0,0,0,0,0,0,1,2008,2,39.37,39.18,39.03,39.06,39.091,39.154,41.3926,1380.02,1381.29,1360.03,12694.28,12684.92,12427.26,237.93
2/28/2008,235.49,239.78,233.91,237.93,13160600,11.63177702,277.743054,231.215946,236.67,232.33,243.46,251.68,230.3,240.908,249.718,254.4795,293.948,287.5474,240.8681637,240.8681637,240.8681637,240.8681637,240.8681637,-14.5206111,-14.42643108,10.07542762,44.63012132,1333.333333,-11.08079827,31.39061036,-69.70725499,30.29274501,0.030620369,16582356,-480098688,2/28/2008,28,3,59,9,0,0,0,0,0,0,1,2008,2,39.22,39.37,39.18,38.69,39.032,39.1425,41.2716,1367.68,1380.02,1342.53,12582.18,12694.28,12284.3,235.83
2/29/2008,236.17,240.11,232.56,235.83,18831900,10.33303821,272.8155764,231.4834236,237.93,236.67,232.33,254.15,235.49,237.244,246.662,252.1495,291.9656,287.5804,239.1887758,239.1887758,239.1887758,239.1887758,239.1887758,-14.48670303,-14.43848547,9.895039929,44.91277116,1333.333333,-11.4719021,30.49030636,-74.16207043,25.83792957,0.028549064,-39546990,-877566540,2/29/2008,29,4,60,9,1,0,0,0,0,0,1,2008,2,38.18,39.22,39.37,38.83,38.941,39.0455,41.152,1330.63,1367.68,1353.11,12266.39,12582.18,12381.02,228.74
3/3/2008,235.99,236.6,225.28,228.74,15093800,11.4627839,273.6015678,227.7504322,235.83,237.93,236.67,243.46,236.17,234.3,243.027,250.676,289.8002,287.5414,235.7058505,235.7058505,235.7058505,235.7058505,235.7058505,-14.86063029,-14.52291443,9.996822791,45.54699427,1333.333333,-13.71232412,27.61102819,-89.2023759,10.7976241,0.026050301,-107015042,-444814286,3/3/2008,3,0,63,10,0,0,0,0,0,0,1,2008,3,37.93,38.18,39.22,39.03,38.838,38.9155,41.0244,1331.34,1330.63,1371.8,12258.9,12266.39,12570.22,222.52
3/4/2008,225.7,226.91,218.11,222.52,27216100,13.07777721,275.5595544,223.2484456,228.74,235.83,237.93,232.33,235.99,232.338,239.806,249.404,287.4702,287.4754,231.310567,231.310567,231.310567,231.310567,231.310567,-15.48042366,-14.71441628,10.04204973,46.45594614,1333.333333,-12.64476112,25.34941365,-91.62870159,8.371298405,0.020882739,-169284142,-692377584,3/4/2008,4,1,64,10,0,0,0,0,0,0,1,2008,3,38.15,37.93,38.18,39.18,38.764,38.825,40.9014,1326.75,1331.34,1381.29,12213.8,12258.9,12684.92,224.07
3/5/2008,222.85,227.31,222.22,224.07,14858300,14.19705511,276.3191102,219.5308898,222.52,228.74,235.83,236.67,225.7,229.818,236.738,247.925,285.0478,287.41875,228.8970447,228.8970447,228.8970447,228.8970447,228.8970447,-15.66595495,-14.90472401,9.688331897,47.23449706,1333.333333,-12.04317959,26.95506812,-88.6864085,11.3135915,0.017459244,23030365,-439508514,3/5/2008,5,2,65,10,0,0,0,0,0,0,1,2008,3,38.33,38.15,37.93,39.37,38.691,38.8005,40.764,1333.7,1326.75,1380.02,12254.99,12213.8,12694.28,216.57
3/6/2008,224.07,226.88,215.81,216.57,14925200,15.79958747,277.7971749,214.5988251,224.07,222.52,228.74,237.93,222.85,225.546,233.227,246.198,282.4054,287.3239,224.7880298,224.7880298,224.7880298,224.7880298,224.7880298,-16.23107543,-15.1699943,9.787022475,48.23422491,1333.333333,-13.95025429,24.2383973,-98.53818042,1.461819581,0.017142922,-111939000,-515516408,3/6/2008,6,3,66,10,0,0,0,0,0,0,1,2008,3,37.49,38.33,38.15,39.22,38.571,38.772,40.5918,1304.34,1333.7,1367.68,12040.39,12254.99,12582.18,216.89
3/7/2008,214.65,220.22,213.33,216.89,16127400,17.00615814,278.4183163,210.3936837,216.57,224.07,222.52,235.83,224.07,221.758,229.501,244.406,279.7288,287.2175,222.1553532,222.1553532,222.1553532,222.1553532,222.1553532,-16.46333704,-15.42866285,9.580092299,49.26356487,1333.333333,-14.66063348,24.58762814,-93.46429227,6.535707729,0.019106092,5160768,-578006016,3/7/2008,7,4,67,10,0,0,0,0,0,0,1,2008,3,37.4,37.49,38.33,38.18,38.428,38.7255,40.411,1293.37,1304.34,1330.63,11893.69,12040.39,12266.39,207.02
3/10/2008,214.63,215.72,206.73,207.02,15959200,18.57870516,278.9844103,204.6695897,216.89,216.57,224.07,228.74,214.65,217.414,225.857,241.827,276.7536,287.0665,217.1102355,217.1102355,217.1102355,217.1102355,217.1102355,-17.24504245,-15.79193877,9.621514277,50.47194052,1333.333333,-14.96755114,21.32280524,-99.42150409,0.578495911,0.022755343,-157517304,-823175536,3/10/2008,10,0,70,11,0,0,0,0,0,0,1,2008,3,36.68,37.4,37.49,37.93,38.193,38.6215,40.2112,1273.37,1293.37,1331.34,11740.15,11893.69,12258.9,220.14
3/11/2008,212.84,220.3,212.54,220.14,17636100,18.61550672,277.0230134,202.5609866,207.02,216.89,216.57,222.52,214.63,216.938,224.638,239.792,274.142,286.9802,218.120157,218.120157,218.120157,218.120157,218.120157,-16.61435531,-15.95642208,9.882834686,50.80981649,1333.333333,-5.246847157,33.88934762,-73.24955117,26.75044883,0.042568012,231385632,-717789270,3/11/2008,11,1,71,11,0,0,0,0,0,0,1,2008,3,38.08,36.68,37.4,38.15,38.083,38.5665,40.0506,1320.65,1273.37,1326.75,12156.81,11740.15,12213.8,220.31
3/12/2008,220.23,224.16,219.25,220.31,13290400,18.50630046,274.8551009,200.8298991,220.14,207.02,216.89,224.07,212.84,216.186,223.002,237.8425,271.5158,286.87175,218.8501046,218.8501046,218.8501046,218.8501046,218.8501046,-15.91732858,-15.94860338,9.527632209,50.49643498,1333.333333,-6.912578696,34.03636588,-71.72011662,28.27988338,0.042352122,2259368,-518192696,3/12/2008,12,2,72,11,0,0,0,0,0,0,1,2008,3,37.97,38.08,36.68,38.33,37.943,38.517,39.8886,1308.77,1320.65,1333.7,12110.24,12156.81,12254.99,221.73
3/13/2008,216.55,223.71,214.6,221.73,15437700,17.43765224,270.4253045,200.6746955,220.31,220.14,207.02,216.57,220.23,217.218,221.382,235.55,269.0286,286.7614,219.8100698,219.8100698,219.8100698,219.8100698,219.8100698,-15.07655461,-15.77419362,9.497801336,50.46709395,1333.333333,-6.808725255,35.33004479,-67.92815908,32.07184092,0.038699269,21921534,-707818545,3/13/2008,13,3,73,11,0,0,0,0,0,0,1,2008,3,38.26,37.97,38.08,37.49,37.847,38.4395,39.743,1315.48,1308.77,1304.34,12145.74,12110.24,12040.39,219.18
3/14/2008,221.71,224.89,215.53,219.18,13135600,16.19420737,265.5779147,200.8010853,221.73,220.31,220.14,216.89,216.55,217.676,219.717,233.1895,266.5534,286.60955,219.6000465,219.6000465,219.6000465,219.6000465,219.6000465,-14.44943477,-15.50924185,9.487958384,50.2432135,1333.333333,-7.060170462,34.03901739,-62.7022169,37.2977831,0.039448778,-33495780,-620131676,3/14/2008,14,4,74,11,0,0,0,0,0,0,1,2008,3,37.56,38.26,37.97,37.4,37.785,38.363,39.5978,1288.14,1315.48,1293.37,11951.09,12145.74,11893.69,210.15
3/17/2008,214.21,217.07,206.26,210.15,15760600,15.12239743,260.6872949,200.1977051,219.18,221.73,220.31,207.02,221.71,218.302,217.858,230.4425,263.8962,286.4143,216.450031,216.450031,216.450031,216.450031,216.450031,-14.51377753,-15.31014899,9.733104214,50.54067856,1333.333333,-8.127131241,29.87568237,-88.50812408,11.49187592,0.038158156,-142318218,-865887364,3/17/2008,17,0,77,12,0,0,0,0,0,0,1,2008,3,36.88,37.56,38.26,36.68,37.68,38.259,39.4354,1276.6,1288.14,1273.37,11972.25,11951.09,11740.15,219.8
3/18/2008,214.7,220.64,212.98,219.8,14459900,14.15594738,257.0078948,200.3841052,210.15,219.18,221.73,220.14,214.21,218.234,217.586,228.696,261.7156,286.26105,217.5666873,217.5666873,217.5666873,217.5666873,217.5666873,-13.62898877,-14.97391694,9.787168198,50.2348578,1333.333333,-1.222362035,38.52858473,-60,40,0.031544927,139538035,-505084307,3/18/2008,18,1,78,12,0,0,0,0,0,0,1,2008,3,38.52,36.88,37.56,38.08,37.717,38.2405,39.3452,1330.74,1276.6,1320.65,12392.66,11972.25,12156.81,216.22
3/19/2008,220.78,223.97,216.05,216.22,12345600,12.99805187,252.7656037,200.7733963,219.8,210.15,219.18,220.31,214.7,217.416,216.801,226.7695,259.541,286.0732,217.1177916,217.1177916,217.1177916,217.1177916,217.1177916,-13.06604614,-14.59234278,9.653799041,49.42494496,1333.333333,-3.503369483,36.71842224,-70.5760709,29.4239291,0.032364322,-44197248,-475675968,3/19/2008,19,2,79,12,0,0,0,0,0,0,1,2008,3,37.57,38.52,36.88,37.97,37.641,38.166,39.2402,1298.42,1330.74,1308.77,12099.66,12392.66,12110.24,216.99
3/20/2008,213.87,218.07,208.96,216.99,19806900,11.75399932,248.5429986,201.5270014,216.22,219.8,210.15,221.73,220.78,216.468,216.843,225.035,257.5576,285.85975,217.0751944,217.0751944,217.0751944,217.0751944,217.0751944,-12.41466891,-14.15680801,9.614956253,49.12455477,1333.333333,0.193932678,37.39966755,-64.63414634,35.36585366,0.032171784,15251313,-687101361,3/20/2008,20,3,80,12,0,0,0,0,0,0,1,2008,3,38.34,37.57,38.52,38.26,37.726,38.1485,39.1728,1329.51,1298.42,1315.48,12361.32,12099.66,12145.74,230.51
3/24/2008,219.43,233.12,219.08,230.51,13513400,9.67722073,243.2074415,204.4985585,216.99,216.22,219.8,219.18,213.87,218.734,218.205,223.853,255.6292,285.7154,221.5534629,221.5534629,221.5534629,221.5534629,221.5534629,-10.6843344,-13.46231329,10.08031652,46.86119235,1333.333333,6.279680944,47.98745034,-9.717051378,90.28294862,0.042942905,182701168,-319456776,3/24/2008,24,0,84,13,0,0,0,0,0,0,1,2008,3,39.66,38.34,37.57,37.56,37.952,38.19,39.114,1349.88,1329.51,1288.14,12548.64,12361.32,11951.09,225.62
3/25/2008,228.96,228.96,223.22,225.62,11651500,8.528892012,240.018784,205.903216,230.51,216.99,216.22,210.15,219.43,221.828,220.065,222.961,253.6678,285.55455,222.9089753,222.9089753,222.9089753,222.9089753,222.9089753,-9.596985889,-12.68924781,9.881008197,44.75949867,1333.333333,8.984639165,45.02149154,-27.92256143,72.07743857,0.037466887,-56975835,-207862760,3/25/2008,25,1,85,13,0,0,0,0,0,0,1,2008,3,39.89,39.66,38.34,36.88,38.273,38.233,39.0586,1352.99,1349.88,1276.6,12532.6,12548.64,11972.25,229.32
3/26/2008,226.52,231.67,224.87,229.32,10440900,8.38012591,239.5707518,206.0502482,225.62,230.51,216.99,219.8,228.96,223.732,220.983,222.8105,251.8654,285.41115,225.0459835,225.0459835,225.0459835,225.0459835,225.0459835,-8.340550604,-11.81950837,9.660936183,42.48566619,1333.333333,4.17007359,47.65763088,-14.14743112,85.85256888,0.03346002,38631330,-31427109,3/26/2008,26,2,86,13,0,0,0,0,0,0,1,2008,3,39.77,39.89,39.66,38.52,38.442,38.2625,39.0174,1341.13,1352.99,1330.74,12422.86,12532.6,12392.66,222.26
3/27/2008,223.22,224.53,220.47,222.26,11652700,7.719212531,237.5284251,206.6515749,229.32,225.62,230.51,216.22,226.52,224.94,221.178,222.09,249.7658,285.2428,224.1173223,224.1173223,224.1173223,224.1173223,224.1173223,-7.824305859,-11.02046787,9.60301217,40.76574138,1333.333333,0.885116427,43.38314308,-40.43186895,59.56813105,0.036668823,-82268062,-167915407,3/27/2008,27,3,87,13,0,0,0,0,0,0,1,2008,3,38.89,39.77,39.89,37.57,38.534,38.2385,38.944,1325.76,1341.13,1298.42,12302.46,12422.86,12099.66,219.26
3/28/2008,223.95,227.01,217.37,219.26,8743600,6.773840763,234.7041815,207.6088185,222.26,229.32,225.62,216.99,223.22,225.394,220.931,221.1565,247.7682,285.0759,222.4982149,222.4982149,222.4982149,222.4982149,222.4982149,-7.569990963,-10.33037249,9.605654158,39.43432415,1333.333333,-1.113967438,41.67271558,-51.60089352,48.39910648,0.037736731,-26230800,-163243012,3/28/2008,28,4,88,13,0,0,0,0,0,0,1,2008,3,38.69,38.89,39.77,38.34,38.577,38.212,38.8902,1315.22,1325.76,1329.51,12216.4,12302.46,12361.32,220.46
3/31/2008,218.04,221.57,216.22,220.46,8883900,5.827227923,232.0424558,208.7335442,219.26,222.26,229.32,230.51,223.95,223.384,221.059,220.388,246.0118,284.91385,221.8188099,221.8188099,221.8188099,221.8188099,221.8188099,-7.188747202,-9.702047429,9.301678861,38.29748943,1333.333333,0.58399489,42.6467766,-47.13328369,52.86671631,0.019353793,10660680,-136545543,3/31/2008,31,0,91,14,1,0,1,0,0,0,1,2008,3,38.9,38.69,38.89,39.66,38.711,38.248,38.8494,1322.7,1315.22,1349.88,12262.89,12216.4,12548.64,233.09
4/1/2008,224.09,233.48,223.66,233.09,12174000,6.223105905,233.0517118,208.1592882,220.46,219.26,222.26,225.62,218.04,224.878,223.353,220.6055,244.6596,284.82095,225.5758733,225.5758733,225.5758733,225.5758733,225.5758733,-5.800607535,-8.92175945,9.567273228,35.7746533,1333.333333,10.91601237,51.77512674,-1.432770022,98.56722998,0.033420344,153757620,52956900,4/1/2008,1,1,92,14,0,1,0,1,0,0,1,2008,4,40.56,38.9,38.69,39.89,39.079,38.3795,38.8532,1370.18,1322.7,1352.99,12654.36,12262.89,12532.6,233.08
4/2/2008,235.19,238.11,230.43,233.08,11986000,6.814018271,234.7615365,207.5054635,233.09,220.46,219.26,229.32,224.09,225.63,224.681,221.1335,243.3126,284.72035,228.0772489,228.0772489,228.0772489,228.0772489,228.0772489,-4.647727652,-8.06695309,9.432467998,33.48539054,1333.333333,6.041856233,51.76810122,-15.79277865,84.20722135,0.033068327,-119860,126572160,4/2/2008,2,2,93,14,0,0,0,0,0,0,1,2008,4,40.47,40.56,38.9,39.77,39.274,38.4955,38.8562,1367.53,1370.18,1341.13,12608.92,12654.36,12422.86,227.79
4/3/2008,231.1,231.88,224.29,227.79,13543200,6.94785122,235.2152024,207.4237976,233.08,233.09,220.46,222.26,235.19,226.736,225.838,221.3195,242.019,284.57,227.9814992,227.9814992,227.9814992,227.9814992,227.9814992,-4.113502928,-7.276263058,9.386577426,31.45764334,1333.333333,5.351031357,48.05342029,-32.40188383,67.59811617,0.031099026,-71643528,50380704,4/3/2008,3,3,94,14,0,0,0,0,0,0,1,2008,4,40.56,40.47,40.56,38.89,39.573,38.607,38.8818,1369.31,1367.53,1325.76,12626.03,12608.92,12302.46,235.78
4/4/2008,228.73,239.15,228.33,235.78,11782600,7.557767702,237.3955354,207.1644646,227.79,233.08,233.09,219.26,231.1,230.04,227.717,222.28,241.243,284.46185,230.5809995,230.5809995,230.5809995,230.5809995,230.5809995,-3.01069435,-6.423149316,9.527536182,29.58107501,1333.333333,8.659385225,53.48278233,-10.24627546,89.75372454,0.031342794,94142974,226343746,4/4/2008,4,4,95,14,0,0,0,0,0,0,1,2008,4,40.8,40.56,40.47,38.69,39.819,38.7725,38.9152,1370.4,1369.31,1315.22,12609.42,12626.03,12216.4,238.65
4/7/2008,238.75,242.96,237,238.65,11875100,8.273378741,239.9147575,206.8212425,235.78,227.79,233.08,220.46,228.73,233.678,228.531,223.368,240.2654,284.3789,233.2706663,233.2706663,233.2706663,233.2706663,233.2706663,-1.88341476,-5.515202405,9.359855026,28.19294597,1333.333333,3.531300161,55.29042341,-12.67647059,87.32352941,0.030973662,34081537,258402176,4/7/2008,7,0,98,15,0,0,0,0,0,0,1,2008,4,40.71,40.8,40.56,38.9,39.924,38.938,38.9308,1372.54,1370.4,1322.7,12612.43,12609.42,12262.89,234.14
4/8/2008,236.76,237.31,231.24,234.14,9084900,7.652076705,240.0281534,209.4198466,238.65,235.78,227.79,233.09,238.75,233.888,229.383,224.724,239.2786,284.26305,233.5604442,233.5604442,233.5604442,233.5604442,233.5604442,-1.338527163,-4.679867357,9.220579667,26.28628661,1333.333333,3.77626097,51.87875108,-25.94117647,74.05882353,0.023687827,-40972899,246382488,4/8/2008,8,1,99,15,0,0,0,0,0,0,1,2008,4,40.4,40.71,40.8,40.56,39.975,39.124,38.9566,1365.54,1372.54,1370.18,12576.44,12612.43,12654.36,232.33
4/9/2008,234.8,236.24,229,232.33,12084100,7.752553586,240.8386072,209.8283928,234.14,238.65,235.78,233.08,236.76,233.738,229.684,225.3335,238.3598,284.11095,233.1502961,233.1502961,233.1502961,233.1502961,233.1502961,-1.04075452,-3.952044789,9.079109691,24.53236207,1333.333333,1.312576313,50.53114412,-31.26470588,68.73529412,0.024029389,-21872221,147305179,4/9/2008,9,2,100,15,0,0,0,0,0,0,1,2008,4,39.95,40.4,40.71,40.47,39.993,39.2175,38.9674,1354.49,1365.54,1367.53,12527.26,12576.44,12608.92,234.77
4/10/2008,232.71,237.17,231.16,234.77,10134600,7.931605847,241.9197117,210.1932883,232.33,234.14,238.65,227.79,234.8,235.134,230.935,226.0565,237.5444,283.96495,233.6901974,233.6901974,233.6901974,233.6901974,233.6901974,-0.60095254,-3.281826339,8.85988757,22.80174408,1333.333333,5.628543148,52.32887656,-30.62827225,69.37172775,0.020688001,24728424,146546316,4/10/2008,10,3,101,15,0,0,0,0,0,0,1,2008,4,40.52,39.95,40.4,40.56,40.156,39.345,38.9882,1360.55,1354.49,1369.31,12581.98,12527.26,12626.03,228.95
4/11/2008,232.27,233.86,227.73,228.95,8331000,7.888513885,242.1945278,210.6404722,234.77,232.33,234.14,235.78,232.71,233.768,231.904,226.4175,236.6352,283.7827,232.1101316,232.1101316,232.1101316,232.1101316,232.1101316,-0.713803381,-2.768221748,8.729895601,21.57071071,1333.333333,4.419410745,47.86107873,-52.3934181,47.6065819,0.016768047,-48486420,60149820,4/11/2008,11,4,102,15,0,0,0,0,0,0,1,2008,4,39.4,40.52,39.95,40.8,40.227,39.402,38.9872,1332.83,1360.55,1370.4,12325.42,12581.98,12609.42,226.06
4/14/2008,228.81,228.95,225.3,226.06,7677500,7.70414808,242.1697962,211.3532038,228.95,234.77,232.33,238.65,232.27,231.25,232.464,226.7615,235.5078,283.59595,230.0934211,230.0934211,230.0934211,230.0934211,230.0934211,-1.024626082,-2.419502615,8.367045915,20.68878948,1333.333333,2.540143337,45.7712789,-63.20119671,36.79880329,0.013488829,-22187975,52821200,4/14/2008,14,0,105,16,0,0,0,0,0,0,1,2008,4,39.22,39.4,40.52,40.71,40.259,39.485,38.9692,1328.32,1332.83,1372.54,12302.06,12325.42,12612.43,223.64
4/15/2008,229.29,230.09,222.08,223.64,9146000,6.698102166,240.8322043,214.0397957,226.06,228.95,234.77,234.14,228.81,229.15,231.519,227.436,234.8164,283.4003,227.9422807,227.9422807,227.9422807,227.9422807,227.9422807,-1.449519923,-2.225506076,8.341542635,20.2093844,1333.333333,-4.054227981,44.03729504,-72.2513089,27.7486911,0.012720959,-22133320,123379540,4/15/2008,15,1,106,16,0,0,0,0,0,0,1,2008,4,39.27,39.22,39.4,40.4,40.13,39.6045,38.944,1334.43,1328.32,1365.54,12362.47,12302.06,12576.44,227.74
4/16/2008,222.42,229.37,220.72,227.74,15246100,6.452492868,240.7379857,214.9280143,223.64,226.06,228.95,232.33,229.29,228.232,230.985,227.833,234.412,283.23095,227.8748538,227.8748538,227.8748538,227.8748538,227.8748538,-1.438829686,-2.068170798,8.363575304,19.90716292,1333.333333,-2.291058864,47.65536805,-56.9184742,43.0815258,0.017751928,62509010,121054034,4/16/2008,16,2,107,16,0,0,0,0,0,0,1,2008,4,40.37,39.27,39.22,39.95,40.12,39.697,38.9522,1364.71,1334.43,1354.49,12619.27,12362.47,12527.26,224.99
4/17/2008,228.04,229.91,223.48,224.99,26679200,5.895733761,240.0629675,216.4800325,227.74,223.64,226.06,234.77,222.42,226.276,230.705,228.2715,233.8388,283.0286,226.9132359,226.9132359,226.9132359,226.9132359,226.9132359,-1.633430443,-1.981222727,8.225462782,19.54493466,1333.333333,-1.229202335,45.52917858,-67.2026926,32.7973074,0.015968277,-73367800,233976584,4/17/2008,17,3,108,16,0,0,0,0,0,0,1,2008,4,40.28,40.37,39.27,40.52,40.092,39.8325,38.9814,1365.56,1364.71,1360.55,12620.49,12619.27,12581.98,269.97
4/18/2008,267.87,274.12,262.65,269.97,36434700,10.59190976,252.1043195,209.7366805,224.99,227.74,223.64,228.95,228.04,234.48,234.124,230.9205,234.216,283.04125,241.2654906,241.2654906,241.2654906,241.2654906,241.2654906,1.820867315,-1.220804719,11.14721544,20.90157488,1333.333333,14.50080584,69.49933551,-7.771535581,92.22846442,0.092245642,1638832806,1930310406,4/18/2008,18,4,109,16,0,0,0,0,0,0,1,2008,4,41.56,40.28,40.37,39.4,40.168,39.9935,39.0514,1390.33,1365.56,1332.83,12849.36,12620.49,12325.42,269.16
4/21/2008,269.96,271.57,265.41,269.16,14864500,13.60917303,260.0713461,205.6346539,269.97,224.99,227.74,226.06,267.87,243.1,237.175,232.853,234.5446,283.0316,250.5636604,250.5636604,250.5636604,250.5636604,250.5636604,4.441859949,-0.088271785,10.79098577,22.16131224,1333.333333,12.78441232,68.9112408,-9.288389513,90.71161049,0.091055466,-12040245,574512925,4/21/2008,21,0,112,17,0,0,0,0,0,0,1,2008,4,41.85,41.56,40.28,39.22,40.282,40.103,39.1218,1388.17,1390.33,1328.32,12825.02,12849.36,12302.06,277.78
4/22/2008,269.05,280.7,269.05,277.78,15861100,16.77885257,269.0187051,201.9032949,269.16,269.97,224.99,223.64,269.96,253.928,241.539,235.461,234.9282,283.07065,259.6357736,259.6357736,259.6357736,259.6357736,259.6357736,7.132360047,1.355854581,10.85234393,23.77082345,1333.333333,18.63842146,71.65963482,-4.86828943,95.13171057,0.087207304,136722682,827314976,4/22/2008,22,1,113,17,0,0,0,0,0,0,1,2008,4,41.23,41.85,41.56,39.27,40.365,40.17,39.1712,1375.94,1388.17,1334.43,12720.23,12825.02,12362.47,273.52
4/23/2008,279.25,279.93,270.75,273.52,9833100,18.72538606,275.1217721,200.2202279,277.78,269.16,269.97,227.74,269.05,263.084,245.658,237.671,235.1818,283.0805,264.2638491,264.2638491,264.2638491,264.2638491,264.2638491,8.819192204,2.848522106,10.73289079,25.26536957,1333.333333,17.72909224,68.43953261,-11.97065689,88.02934311,0.091187222,-41889006,434623020,4/23/2008,23,2,114,17,0,0,0,0,0,0,1,2008,4,41.68,41.23,41.85,40.37,40.538,40.2655,39.2212,1379.93,1375.94,1364.71,12763.22,12720.23,12619.27,271.79
4/24/2008,275.92,277.52,270.28,271.79,8261900,19.82304318,279.7935864,200.5014136,273.52,277.78,269.16,224.99,279.25,272.444,249.36,240.1475,235.4316,283.07975,266.772566,266.772566,266.772566,266.772566,266.772566,9.902275036,4.259272692,10.48339859,26.59172082,1333.333333,15.76862461,67.12045263,-14.85495165,85.14504835,0.090394238,-14293087,409211907,4/24/2008,24,3,115,17,0,0,0,0,0,0,1,2008,4,42.06,41.68,41.23,40.28,40.692,40.424,39.2832,1388.82,1379.93,1365.56,12848.95,12763.22,12620.49,272.3
4/25/2008,274.78,276.78,271.64,272.3,8320400,20.4205022,283.6405044,201.9584956,271.79,273.52,277.78,269.97,275.92,272.91,253.695,242.7995,235.526,283.0787,268.615044,268.615044,268.615044,268.615044,268.615044,10.67868153,5.543154459,10.10172726,27.8233327,1333.333333,18.93426512,67.3204155,-14.00466822,85.99533178,0.01800191,4243404,441314016,4/25/2008,25,4,116,17,0,0,0,0,0,0,1,2008,4,41.95,42.06,41.68,41.56,40.947,40.587,39.326,1397.84,1388.82,1390.33,12891.86,12848.95,12849.36,276.34
4/28/2008,273.21,278.68,269.77,276.34,8009100,21.01719153,287.6278831,203.5591169,272.3,271.79,273.52,269.16,274.78,274.346,258.723,245.5935,235.725,283.0957,271.1900294,271.1900294,271.1900294,271.1900294,271.1900294,11.48756204,6.732035975,10.01660389,29.07575702,1333.333333,22.24188269,68.93228096,-7.269089697,92.7309103,0.018559598,32356764,447548508,4/28/2008,28,0,119,18,0,0,0,0,0,0,1,2008,4,42.03,41.95,42.06,41.85,41.228,40.7435,39.3848,1396.37,1397.84,1388.17,12871.75,12891.86,12825.02,279.51
4/29/2008,275.69,281.98,275.28,279.51,8683300,22.09902962,292.1125592,203.7164408,276.34,272.3,271.79,277.78,273.21,274.692,264.31,247.9145,236.0134,283.11145,273.9633529,273.9633529,273.9633529,273.9633529,273.9633529,12.24326544,7.834281867,9.779703608,30.4271253,1333.333333,24.98211411,70.17533612,-4.031994776,95.96800522,0.012469164,27526061,403078786,4/29/2008,29,1,120,18,0,0,0,0,0,0,1,2008,4,42.35,42.03,41.95,41.23,41.536,40.833,39.4526,1390.94,1396.37,1375.94,12831.94,12871.75,12720.23,287.43
4/30/2008,281.39,292.72,279.51,287.43,15790100,23.47752713,297.5870543,203.6769457,279.51,276.34,272.3,273.52,275.69,277.474,270.279,250.632,236.6674,283.16475,278.4522353,278.4522353,278.4522353,278.4522353,278.4522353,13.32761123,8.932947739,10.02472478,32.21948557,1333.333333,26.20971283,73.07403385,-7.347222222,92.65277778,0.013174114,125057592,858191935,4/30/2008,30,2,121,18,1,0,0,0,0,0,1,2008,4,42,42.35,42.03,41.68,41.699,40.9095,39.5148,1385.59,1390.94,1379.93,12820.13,12831.94,12763.22,296.84
5/1/2008,289.44,297.76,288.77,296.84,13192300,24.97126611,304.0270322,204.1419678,287.43,279.51,276.34,271.79,281.39,282.484,277.464,254.0845,237.5092,283.26005,284.5814902,284.5814902,284.5814902,284.5814902,284.5814902,14.77594355,10.1015469,10.04653015,34.10032602,1333.333333,31.93475266,76.0521585,-1.194184839,98.80581516,0.012614754,124139543,910928315,5/1/2008,1,3,122,18,0,1,0,0,0,0,1,2008,5,43.33,42,42.35,42.06,42.004,41.048,39.6002,1409.34,1385.59,1388.82,13010,12820.13,12848.95,290.94
5/2/2008,299.54,301.53,289.94,290.94,13983600,25.87303044,308.5885609,205.0964391,296.84,287.43,279.51,272.3,289.44,286.212,279.561,256.8425,238.2944,283.3396,286.7009935,286.7009935,286.7009935,286.7009935,286.7009935,15.27163477,11.13556448,10.156778,36.0008859,1333.333333,7.767529726,70.76709719,-13.10481376,86.89518624,0.020676456,-82503240,771335376,5/2/2008,2,4,123,18,0,0,0,0,0,0,1,2008,5,43.39,43.33,42,41.95,42.187,41.1775,39.6942,1413.9,1409.34,1397.84,13058.2,13010,12891.86,297.75
